FileNumber,Role,Skills,Education
38989376.pdf,"AFSCME UNION PRESIDENT
","
accounting, accounts payable, administrative, AIMS, Arbitration, cash flow, conferences, Council, customer service, directing, Financial
Management, grants, Instructor, inventory, Leadership, law, letters, machinery, meetings, Access, Excel, mail, Microsoft Office, Office, Outlook,
Powerpoint, Word, Policies, Project Management, Public Speaking, quality, safety, Scheduling, Secretarial, spreadsheets, supervisor, team player,
technical assistance, Transportation","
Graduate
 
: 
Labor Studies
 
2005
 
Penn State Leadership Institute
 
State
 
, 
USA
Graduate
 
: 
Computer Science
 
2001
 
Thompson Institute 
Computer
 
City
 
, 
State
 
, 
USA
Graduate
 
1974
 
Harrisburg High School
 
City
 
, 
State
AFSCME Local Union Training Instructor (LUTI) 2013 Graduate, 
AFSCME Council 13 Leadership Institute 
Public Speaking and Arbitration
Study
"
34419403.pdf,"CONCIERGE/DOORMAN
",".
Skills
Friendly & Informative with residents, guests, and staff.
Quick to respond.
Strong sense of accountability.
Achieves business and individual developmental goals.
Able to handle medical emergencies & technical problems in a calm and "," and Training
Sep 1999
High School Diploma
 
: 
International Business
 
Jacqueline Kennedy Onassis
 
ï¼​ 
City
 
, 
State
 
International Business
"
11959428.pdf,"MAINTENANCE MECHANIC
",,"
Associate of Applied Science
 
: 
Airframe & Power-plant Technology
 
2016
 
Hallmark University
 
City
 
, 
State
Certifications
FAAÂ Airframe &Â Power-plantÂ License"
25625173.pdf,"SENIOR LEAD TECHNOLOGIST EDITOR
","
AIA, business plans, hardware, content, Controller, cost analysis, clients, database administration, Database, database development,
documentation, Fast, focus, functional, government, HVAC, inspection, Team Leader, Logistics, Mark, Materials, Office, MOD 2, weapons,
Management Information System, Navy, Naval, NAS, Net","
MS
 
: 
Environmental Management
 
, 
1996
 
National University
 
Environmental Management
BA
 
: 
History/Government
 
, 
1991
 
Columbia College
 
History/Government
Affiliations
International Council on Systems Engineering (INCOSE) National Defense Industry Association (NDIA)
"
11804712.pdf,"AVIATION MECHANIC
","
Aviation, Calibration, Documentation, Maintenance, Accountability For, Assembly, Avionics, Blueprints, Budgets, Electrical Systems, Engines,
Hazardous Waste, Hydraulics, Internal Controls, Quality Assurance, Scheduling, Schematics, Sequencing, Technical Publications, Training,
Turbine, Aircraft Maintenance, Audits, Aviation Maintenance, General Aviation, Logistics, Quality Control, Solutions, Testing, Excel, Ms Office,
Operations, Osha 30, Outlook, Powerpoint, Security, Word, Associate","
2014
Embry-Riddle Aeronautical University
 
Bachelor of Science
 
: 
Technical Management / Occupational Safety and Health
 
Bachelor of Science,
Technical Management / Occupational Safety and Health - 2014 Embry-Riddle Aeronautical University, World Wide Campus
Coastline Community College
 
City
 
, 
State
 
, 
US
 
Associate of Science
 
: 
Aviation Technology and Healthy Technology
 
Associate of Science,
Aviation Technology and Healthy Technology Coastline Community College, Fountain Valley, California
Military "
29595906.pdf,"LABORER
","
Â Dependable
Fast Learner
Trustworthy
Hard ","
HVAC
 
New River Community College
 
ï¼​ 
City
 
, 
State
 
, 
USA
2015
Advance Diploma
 
Rural Retreat High School
 
ï¼​ 
City
 
, 
State
 
, 
USA
Certifications
CDL Class A Learners
Pesticide Applicator Certificate Â 
Boating Safety Course CertificateÂ 
Hunter Safety Course Certificate"
30148777.pdf,"PARALEGAL
","
accounts payable, accounts receivable, accounts receivables, Administrative, advertising, attorney, balance, credit, client, clients, Customer
Service, Drafting, filing, Law, Legal, letters, Litigation, managerial, Managing, meetings, Access, Excel spreadsheets, Excel, mail, Microsoft Office
Suite, office, PowerPoint, Word, net","
A.S
 
: 
Paralegal Studies
 
, 
2012
 
Manor College
 
Paralegal Studies
American Bar Association approved institution Paralegal Certificate
 
: 
2012
 
Manor College
 
American Bar Association approved institution
High School Diploma
 
: 
2004
 
Nazareth Academy High School Middle States Association of Secondary Schools
"
33627938.pdf,"PERSONNEL SECURITY SPECIALIST
",,"
Masters of Education
 
: 
Curriculum and Instruction
 
2015
 
Concordia University
Bachelor of Science
 
: 
Criminal Justice
 
2013
 
ECPI University
Job Related Training
Naval Security Manager Course, S-3C-0001;
 
DoD SCI Security Officials Course; 
SSO Navy SSO/SSR "
12192507.pdf,"FRONT DESK ATTENDANT
","
Aviation Management
Flight of Aircraft
English
Managerial Strategic Planning","
Bachelor of Science
 
: 
Aviation Management
 
May 2015
 
Bridgewater State University
 
City
 
, 
State
 
, 
United States
 
Aviation Management
concentration with in-depth knowledge of standard airline operations.
MBA
 
: 
Aviation International Business
 
Present
 
Embry-riddle Aeronautical University
 
City
 
, 
State
 
, 
United States
 
Aviation International Business
study and strategic planning for international operations of aviation related business' added to core business courses.
"
25719936.pdf,"ELECTRICAL ENGINEER
","
Complex problem solver
Project management
Operational analysis expert
Technical writing
Data collection
Strong decision maker
Analog and digital hardware and
firmware design
FEA and failure analysis
3D design and simulation software?
Experience
Electrical Engineer
 
04/2014
 
- 
02/2016
 
Company Name
 
City
 
, 
State
Practical application of Electrical Engineering
Critical thinking that involves the use of logic and reasoning to identify the strengths and weaknesses of alternative solutions to problems
Prepared and studied technical schematics and P&ID drawings and specifications of electrical/electromechanical systems to ensure that
installations and operations conform to standards and customer requirements
Diverse knowledge of frac pump components and assembly
Instrumentation and controls applications
Proficient in the design codes and standards of the SAE, NEC, NEMA, IEEE and ANSI Designed custom enclosures, consoles and
cable/harnesses per UL and NEMA Standards
Designed power DCS systems for frac fleet in compliance with SAE, IEEE, NEMA and ANSI standards and codes
Created cable schedule spreadsheets, requirements documents and operations manuals for product/project transparency
Created BOM's and routings in Microsoft Dynamics GP for development of manufacturing build orders
Implemented NEC guidelines on electrical designs and schematics and created assembly instructions and testing procedures in compliance
to HSE and OSHA Standards
Managed assembly and field tech personnel during project phases and established reliable and competitive vendor/contractor relationships
for project commissioning achieving a margin of 30% savings in company spending
Managed Chemical 6 (C6) Unit Project from inception to completion for C&J Energy Services frac fleet and reduced downtime by 40%
Managed Hydration Unit Project from inception to completion for C&J Energy Services frac fleet and reduced downtime by 20%
Managed Dual Fluid Pumper (DFP) Unit Project from inception to completion for NITRO Drilling Services frac fleet and increased revenue
potential by 100%
Managed the R&D Frac Pump Testing facility project for the High Pressure and Low Pressure Loop cells from inception to completion for
Weir SPM and increased testing efficiency from 40% to 100%
Manufacturing Engineer
 
06/2011
 
- 
04/2014
 
Company Name
 
City
 
, 
State
Implemented pump test design changes that eliminated downtown by 80% and increase test output efficiency by 86%
Implemented pump testing set up and break-down procedures that effectively resulted in a 20% decrease in LTI's (Lost Time Incident)
Designed MCC for control of 7500 hp WEG motor and vfd that resulted in a 50% output increase of tested pumps
Designed power distribution and control for medium and high voltage motors and vfd's for hydraulic lube circuits: supply and cooling loops
Designed power distribution and control for medium and high voltage motors and vfd's for water circuits: supply and cooling loops
Designed new tooling for Autofrettage, Pump Assembly and Pump Test that was more ergonomically efficient for operators and mechanics
thatÂ resulted in a decrease ofÂ process bottleneck of 10%
Managed frac pump testing facility with essential upgrades to allow company to effectively test 250 pumps per month with no equipment
downtime or failure increasing output efficiency to 86%
Designed tooling fixtures and had ergonomically efficient equipment installed to LEAN Pump Assembly, Pump Paint and Autofrettage areas
averaging a 10% increase in ","
2010
 
University of Texas at Arlington
 
- 
Electrical Engneering
 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.0
Course"
19284293.pdf,"LEAD OPERATIONS ENGINEER - GLOBAL HAWK PROJECT
","
Flight test management
UAS operations
Flight test engineering
Systems integration and test
Aircraft modification management
Team leadership
Accomplishments
â€¢NASA Exceptional Service Medal, 2011
â€¢Developed initial Operational Concept for the Global
Hawk UAS for NASA operations and generated testing
roadmap to achieve successful initial operational capability of the
NASA Global Hawk UAS
â€¢Developed syllabus and training materials for NASA Global Hawk Mission directors and UAS ground observers.
â€¢Led the NASA effort (in concert with Northrop Grumman
Corporation and L-3 Communications engineers) to resolve unexpected developmental problems that surfaced during testing and qualification of
the Global Hawk command and control system and field a fully functional system.
â€¢Generated requirements for "," and Training
1994
Defining System Requirements, NASA, 2004 
Advanced System Safety Practices, NASA, 2001 
Personnel Management for Executives (Resident
Course), US Army, 1994 
Test and Evaluation Management
 
US Air Force Institute of Technology University of Kansas
 
Hazards of High-Intensity
Electromagnetic Radiation to Flight, CKC Laboratories, 1991
1982
Bachelor of Science
 
: 
Aeronautical Engineering
 
California Polytechnic State University
 
ï¼​ 
City
 
, 
State
 
Aeronautical Engineering
"
21287405.pdf,"P
AVIATION SUPPLY SPECIALIST
","
Report creation
Freight operations
Adaptive team player
Dependable and reliable
Materials transport
Skilled forklift operator
Cargo handling
Defensive driver training
Report creation
Storage procedures
Reviewing records
Personnel mentoring
Reliable and trustworthy
Critical thinking
Data management
Team management
Friendly, positive attitude
Basic math
People skills
Microsoft Office
Team building
First Aid/CPR
Experience
Aviation Supply Specialist
 
City
 
, 
State
 
Company Name
 
/
 
Aug 2017
 
to 
May 2021
Tracked, documented and updated the stock system with precise attention to detail and recordkeeping requirements.
Coordinated materials delivery to units world-wide.
Validated and processed requisitions for new unit supplies.
Assisted with unit budgeting by entering accurate purchase orders and tracking exact expenses.
Operated forklift to elevate or place merchandise in appropriate areas.
Communicated effectively with members of public in often crowded and noisy environments.
Received orders via phone, mail, fax and internet daily.
Coordinated shipping and receiving schedules with production to assist in traffic control on docks.
Packed over 
[Number]
 
pounds of 
[Type]
 
products daily while keeping detailed records of productivity and identifying areas for
improvement.
Assisted co"," and Training
Bachelor of Science
 
: 
Aviation Management And Operations
 
Florida Institute Of Technology-Melbourne
 
City
 
, 
State
Dean's List Honoree 
semester one 2020
3.2 GPA
High School Diploma
 
Olympia High School
 
Jun 2017
 
City
 
, 
State
Technical Degree
 
: 
Hotel And Resort Management 
Orange Technical College
 
May 2016
 
City
 
, 
State
Some College (No Degree)
 
: 
Sports And Marketing Mangement
 
Orange Technical College
 
City
 
, 
State
3.85 GPA
Some College (No Degree)
 
.
"
42546558.pdf,"AVIATION OPERATION SPECIALIST
","
travel agent, flight hours keeper, trainer, excellent communication, fast learner, content, high motivation, excellent customer service, manager of
DTS, digital mapping, manager of funds, inventory, excel, personnel tracker, policies enforcer and trainer, honest, high levels of integrity, efficient
under high levels of stress, team leader, enjoy challenges, 
security clearance (clearable), travel arrangements coordinator, fully bilingual
Spanish/English.","
Bachelor of Arts
 
: 
Organizational Leadership
 
University of Brandman
 
- 
City
 
, 
State
 
, 
US
Expected graduation date of February 2017
BBA
 
: 
Business Administration Accounting
 
University of Puerto Rico 
- 
City
 
, 
State
 
, 
USA
Completed 115 credit hours towards Business Administration, Accounting
Personal Information
I enjoy reading, dancing, watching scary movies, and spending time with my family.
Additional Information
Honorable Discharge
"
14790629.pdf,"SENIOR MANAGER OF CUSTOMER SUPPORT
","Â 
DependableÂ 
Time ManagementÂ 
FlexibleÂ 
FriendlyÂ 
Personable
Persuasive
Enthusiastic team player
New program and promotion implementation
Marketing savvy
Meticulous attention to detail
Focused on customer satisfaction
Excellent written and verbal communicator
Trade shows
Presentations
Accomplishments
Spearheaded all company-wide prospecting, marketing and closing endeavors. 
Brought on 
NASA and Southwest AirlinesÂ 
 as clients.
Collaborated with prospective clients to prepare efficient product marketing strategies and drive business development.
Consistently generated additional revenue through skilled sales techniques.
Experience
02/2016
 
to 
Current
Senior Manager of Customer Support
 
Company Name
 
ï¼​ 
City
 
, 
State
Perform all Manager of Customer Support duties in addition to the following:.
Meet with major airlines domestically and internationally to secure future business contracts.
Reserve travel including airline and hotel accommodations for my department.
Utilize company leads to expand current customer base and follow up on all leads promptly via phone, email and customer visits.
06/2013
 
to 
01/2016
Manager of Customer Support
 
Company Name
 
ï¼​ 
City
 
, 
State
Develop maximum sales potential out of major airline customers with excellent customer service techniques and knowledge of products and
services, as well as competition's strengths and weaknesses.
Build and maintain quality relations with customers to increase the volume of sales on a consistent basis through ongoing determination of
customer needs.
Evaluate and calculate prices, discounts and proposals to meet specific customer requirements in an efficient manner.
Train customer support representatives when required.
Possess strong management characteristics - take charge of situations, set examples and deliver results.
Coordinate events including golf outings, trade shows, baseball games and hosted customer dinners.
Order promotional items for trade shows and selected holiday gifts.
03/2012
 
to 
06/2013
Customer Support Representative
 
Company Name
 
ï¼​ 
City
 
, 
State
Processed customer quotes and verified accurate customer and product information.
Managed submitted requests for quotes and initiated the quoting process to cultivate new business.
Manage and expedite customer orders to ensure customer satisfaction.
Utilize Microsoft Office as applicable to customer's needs creating databases and spreadsheets that improved inventory management and
customer reporting accuracy.
Coordinated ""pre-sale"" development with sales personnel to include pricing, availability configuration and profitability.
Research current market demands and competition.
Assist the Director of Powerplant Operations with assigned tasks.
07/2011
 
to 
03/2012
Administrative Assistant
 
Company Name
 
ï¼​ 
City
 
, 
State
Demonstrated capacity to provide support for executive -level staff; managed all essential tasks, coordinated travel and marketing-support
activities.
Demonstrate excellent oral and written communication skills.
Oversee receptionist area, including greeting visitors and responding to telephone and in-person requests for information.
Organized file systems and maintained electronic and paper files.
10/2003
 
to 
03/2011Lead Flight Attendant
 
Company Name
 
ï¼​ 
City
 
, 
State
Managed a crew of five flight attendants; performing all necessary flight attendant duties pertaining to in- flight safety and customer service;
Verify that first aid kits and other emergency equipment, including fire extinguishers and oxygen bottles, are in ",
69458502.pdf,"AVIATION ENGINEER
","
Training program implementation
Project management
Scheduling tools
Scheduling tools
Process piping
Semi-conductor machine design
Structural red-line revisions Electrical drafting
Accomplishments
Testing, Evaluation and Analysis:
 Â 
Tested equipment to ensure compliance.
Analyzed data and provided recommendations which resulted in adoption of new cost-saving equipment.
Research and Development
 Â 
Managed voice communications R&D department, resulting in three new products on the market and a generation of an excess of $2M in
revenues.
Innovative Design
 Â 
Developed automated visual inspection system for accepting and rejecting glass flares based on their physical dimensions and geometry,
speeding up product sorting process by 100%.
Drafting
 Â 
Prepared sheet metal fabrication drawings, modifications and commercial specification drawings in compliance with company's drafting
standards.
Organizational Design
 Â 
Prepared plans and layouts for equipment or system arrangements and space allocation.
Project Coordination
 Â 
Provided drafting and project set-up support to the communications staff, creating initial to final drawings for two light rail engineering
projects.
Professional Experience
Company Name
 
City
 
Aviation Engineer
 
01/2015
 
to 
Current
Established and helped in the production line of the Auxiliary Power Unit overhaul facility.
Focused on the following APU units: GTCP85-180-L-C, GTC85-56-70A-71-72, and T-62T-40-1 mainly used on C-130 Hercules, and
helicopters.
Involved in repair scheme design, test cell, operational performance, drawings, manual interpretation, tooling, equipment improvement, and
troubleshooting of engine problems, both in house and in the field.
Worked on instruction writing, reports, as well as building document revisions.
For example, quality deficiency reports, purchase orders, quality reports, repair orders, engineering reports, capital expenditures, manual
revisions and more.
Developed and optimized tooling, manufacturing, and ground support equipment reviews for open issues or improvements.
Worked on PT6A, T56, and 501 engines mainly in accessory testing and test cell operations.
Designed tooling equipment, electrical circuitry, and hydraulic systems using CATIA V5.
Designed and built testing bench for APU using data acquisition system and measurement devices such as digital readouts, pressure gauges,
and level sensors.
Provided technical support to the Accessory shop department, Engineering department, Machine Shop, Test cell, Management, and the
Operation's department.
Performed receiving and detailed inspection of incoming parts, accessories, and engines to the overhaul facility.
Contact: John McIntosh 
Vice-president of engineering 
mobile: (+1 7526269604.Company Name
 
City
 
Intern
 
01/2013
Provided technical support in part design using CATIA (computer-aided three dimensional interactive applications) for aircraft
implementation.
Participated in the improvements of engineering software, and designed several components for fuel controls, starters, coordinators and fuel
nozzles for different turboprop engines.
Developed linearization software to help the pre-test process of 501 coordinators.
Contact: Leonardo Marcano mobile: (+1 7862569004.
Company Name
 
City
 
Aerospace Engineer
 
01/2014
 
to 
01/2015
Member of the AIAA and the front line team that developed a novel cooling design system for turbine blades.
Throughout this process, computational fluid dynamic software (STARCCM) and CAD were highly implemented to simulate different
geometries inside a wind tunnel.
Pressures, temperatures, velocities among other important physical quantities were analyzed in 40 different geometries.
This project contributed with the optimization process of turbine blades and aided them to achieve higher temperature levels and efficiency.
It is not a secret in today's industry that turbine engines are able to produce extremely high inlet temperatures when they implement cooling
impingement, which allow them to cool down the system without harming the performance of the engine.
Also, it allows the engine to achieve higher efficiency levels.
Upon this experiment, a research paper was written and patented.
Education and Training
Bachelors of Science
 
:
 
Aerospace Engineering
 
2015
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Aerospace Engineering
Applied Mathematics
 
2014
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Applied Mathematics
High School Degree
 
2010
 
UNIDAD EDUCATIVA SAN NICOLA
 
, 
City
 
, 
Venezuela
Languages
English (fluent), Spanish (native), French (Beginner)
Interests
US History; Latin American History; Universal History; Baseball, Soccer, Basketball, Table Tennis, Tennis, Travel, Politics, 
Knowledge Transfer;
Speech, Economy;
Additional Information
Interests: US History; Latin American History; Universal History; Baseball, Soccer, Basketball, Table Tennis, Tennis, Travel, Politics,
Knowledge Transfer; Speech, Economy;
Skills
C, CAD, capital expenditures, CATIA, CRM, data acquisition, English, experiment, French, inspection, instruction, interpretation, Maple,
MATLAB, Nastran, novel, optimization, quality, receiving, research, scheme, Spanish, technical support, troubleshooting, written"," and Training
Bachelors of Science
 
:
 
Aerospace Engineering
 
2015
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Aerospace Engineering
Applied Mathematics
 
2014
 
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
 
, 
City
 
, 
USA
 
Applied Mathematics
High School Degree
 
2010
 
UNIDAD EDUCATIVA SAN NICOLA
 
, 
City
 
, 
Venezuela
Languages
English (fluent), Spanish (native), French (Beginner)
Interests
US History; Latin American History; Universal History; Baseball, Soccer, Basketball, Table Tennis, Tennis, Travel, Politics, 
Knowledge Transfer;
Speech, Economy;
Additional Information
Interests: US History; Latin American History; Universal History; Baseball, Soccer, Basketball, Table Tennis, Tennis, Travel, Politics,
Knowledge Transfer; Speech, Economy;
"
22990761.pdf,"PATIENT CARE TECHNICIAN
","
anesthesia, C, clients, policies, presenting, recording, safety, surgery, therapy, vital signs, x-rays
Additional Information
Licensure: *Registered Nurse- State of Florida 
July 18, 2017 
*American Heart Association Basic Life Support (BLS) Certification
Preceptorship at UF HEALTH EMERGENCY DEPARTEMENT: *Stabilized and managed basic life support of high acuity patients.*Triaged patients according to their acuity. 
*Assessed and collected data on patient health history and current condition. *Coordinated with
health care team, including physicians, pharmacists, and technicians. 
*Initiated corrective action when equipment or patient showed adverse
or worsening condition. *Documented all information concisely, accurately, and according to hospital policies. *Inserted IV catheters,
administered IV fluids, and medications when appropriate. *Collected blood specimens and interpreted lab results. *Collected and
prepared laboratory specimens, and performed glucose monitoring. *Assisted physicians in performing procedures. *Initiated patient
"," and Training
June 25, 2017
Bachelors of Science Degree
 
: 
Nursing
 
Chamberlain University
 
ï¼​ 
City
 
, 
State
 
Nursing
May 6, 2011
Associates of Arts
 
Florida State College of Jacksonville
Interests
Registered Nurse- State of Florida 
July 18, 2017 
*American Heart Association Basic Life Support (BLS) Certification Preceptorship at UF
HEALTH EMERGENCY DEPARTEMENT: *Stabilized and managed basic life support of high acuity patients. *Triaged patients according to
their acuity. 
*Assessed and collected data on patient health history and current condition. *Coordinated with health care team, including
physicians, pharmacists, and technicians. 
*Initiated corrective action when equipment or patient showed adverse or worsening condition.
*Documented all information concisely, accurately, and according to hospital policies. *Inserted IV catheters, administered IV fluids, and
medications when appropriate. *Collected blood specimens and interpreted lab results. *Collected and prepared laboratory specimens, and
performed glucose monitoring. *Assisted physicians in performing procedures. *Initiated patient education, including how to manage illness/injury
by explaining post treatment home care needs, diet, exercise, self-administration of medication, as well as referrals. Clinical "
38047274.pdf,"PLANNER/SCHEDULER
","
State Certified Nurse Assistant
Green Belt for Lean Sigma
Health Care provider CPR qualified","
High School Diploma
 
Jun 1989
 
SOUTH ALBANY HIGH SCHOOL
 
- 
City
 
, 
State
Technical Training
 
, 
Certified Nurse Assistant 
Westhills College
 
- 
City
 
, 
State
 
, 
USA
Continuing Education to Complete BSN. with a transfer to Fresno State.
"
14589288.pdf,"ASSEMBLY MECHANIC
","
VISIPRISE, KRONOS, SAP and EWI programs
Blueprints
Fiberglass, composite and sheet metal
Fuel Systems
Powerplant
Blade Track and Balance
Vibration Analysis
Leadership skills
Aircraft Inspection
Flight Controls
Hydraulic Systems
Transmissions
Accomplishments
Awarded (2) Navy Marine Corps Achievement medals. One for the success of the shop I supervised. The second for my Quality Assurance
duties.
Experience
Assembly Mechanic
 
09/2014
 
to 
08/2016
 
Company Name
 
City
 
, 
State
Sheet metal mechanic Boeing 737 fuselage assembly line.
Crew leader of a 3 man team, installing aft fuselage belly skins with minimal quality defects and under the required bar line, at a move rate of
(2) units a day.
Flight Inspector
 
10/2010
 
to 
06/2013
 
Company Name
 
City
 
, 
State
Functional Test QAR V-22/UH-1/AH-1Z
Performed audits on numerous functional test procedures to include: line clearance inspections, final inspections of component installation.
Trained new Inspectors in procedures and aircraft systems.
Tracked and maintained aircraft serialization logs.
Assembly mechanic for V-22 final assembly.
Installed major aircraft components such as engines, rotors, fuel systems, oxygen components, drive systems, EGRESS systems.
Composite repairs.
Worked close tolerance holes.
Used multiple precision measuring tools.
Aviation Machinist Mate
 
09/2000
 
to 
10/2010
 
Company Name
Supervised 60 maintainers.
Performed scheduled and unscheduled flight line maintenance of 16 Sikorsky MH-53E's.
Full system QAR.
Aircraft vibration analysis and rotor tracking systems certified.
Performed "," and Training
High School 
Diploma
 
1999
"
13405229.pdf,"SECURITY BAGGAGE HANDLER/PERSONNEL SCREENER
",": MS Excel, MS Access, MS Word, MS Power Point, MS Outlook, Adobe Acrobat
Programs: Navy Enterprise Resource Planning, FedEx, United Parcel Service, Webflis, DODDAC, FACTS
Currently maintain an active Security Clearance of Secret.
References/DD214/ Transcripts upon Request
Accomplishments
Deans List
Work Experience
March 2014
 
to 
Current
Company Name
 
City
 
, 
State
 
Security baggage handler/Personnel Screener
Provide information to space ""A"" travelers as well as PCS customers. Loaded over 5,000 60 to 75lb bags on state of the art Air Force ""X""
ray equipment. Provided force protection security for the AMC military terminal.
Monitor all illegal material using the available x-ray, explosive and narcotics detection, magnetometer, hand held scanning equipment, and
video monitoring camera. Illegal material includes weapons, explosives, narcotics, and any other materials which are unauthorized for air
transportation.
January 2010
 
to 
January 2012
Company Name
 
City
 
, 
State
 
Aviation Ordnanceman
CVN 77) Virginia Beach, Virginia 2010-2012 Aviation Ordnanceman
Inspect, maintained and repaired aircraft mechanical and electrical armament/ordnance systems
Serviced aircraft guns and accessories
Stowed, assembled and loaded aviation ammunition including aerial mines, torpedoes, missiles and rockets
Serviced bomb, missile and rocket releasing and launching devices
Loaded supplementary munitions
Assembled, tested and maintained air-launched guided missiles
Supervised operation of aviation ordnance shops, armories and stowage facilities
Load supplementary munitions
Assemble, tests and maintain air-launched guided missiles
Supervise operation of aviation ordnance shops, armories and stowage facilities
Requisitioned, received, inspected, un-packed, inventory,
Accounted for, stored, handled, and processed shipments for: air/surface/sub-surface launched missiles, bombs, and components; special
weapons; aircraft gun ammunition, cartridges, and actuated devices, rockets; launchers; aircrew escape propulsion systems;
pyrotechnics/screening/marking devices; airborne targets/drones/decoys; unmanned air vehicles; aerial mines/torpedoes; and underwater
sound signals/son buoys, ashore and afloat.
Tested, inspected and assembled, fuses, loaded/downloaded, and armed/de-armed the listed ammunition/airborne weapons, supplementary
stores, and electronic countermeasures equipment.
Installed, removed and repaired inventory.
Maintained, pre-/post- operational test/inspection, weight testing/calibration, corrosion control of aircraft weapon release/launching/firing
systems, shipboard weapons elevators, magazines, sprinkler systems, aircraft armament equipment, armament weapon support equipment,
mechanical handling equipment, and test equipment.
Instructed, supervised, and managed operational/training
January 2007
 
to 
January 2010
Company Name
 
City
 
, 
State
 
Armament Division Maintenance Technician
Performed scheduled/unscheduled maintenance and ordnance loading/downloading evolutions on 24 F/A18, 14 F-16, 4MH-60'S Aircraft.
Auxiliary Retail Outlet Top Gun
Supervised, Inventoried, stored, ordered merchandise for Top Gun pilot school
Cashier, Excel spreadsheet database, currency handler, bank handler responsibility.
Flawlessly handled over $60,000 worth of merchandise and $50,000 worth of MWR funds and transactions. This led to MWR having
extra $6,000 for the command Christmas party.
Educational Background
2015
Saint Leo University
 
City
 
, 
State
 
, 
US
 
Criminal Justice
 
Bachelor of ArtsSaint Leo University, Chesapeake, VA
Deans List Bachelor of Arts Graduation: 2015 Overall GPA: 3.778 â—¦ Major: Criminal Justice
Bilingual- Spanish
Military Experience
January 1977
 
to 
January 2010
Company Name
 
Provide information to space ""A"" travelers as well as PCS customers. Loaded over 5,000 60 to 75lb bags on state of the art Air
Force ""X"" ray equipment. Provided force protection security for the AMC military terminal. Monitor all illegal material using the available x-ray,
explosive and narcotics detection, magnetometer, hand held scanning equipment, and video monitoring camera. Illegal material includes weapons,
explosives, narcotics, and any other materials which are unauthorized for air transportation. Oceana Naval Air Station/USS George Bush (CVN
77) Virginia Beach, Virginia 2010-2012 Aviation Ordnanceman Inspect, maintained and repaired aircraft mechanical and electrical
armament/ordnance systems Serviced aircraft guns and accessories Stowed, assembled and loaded aviation ammunition including aerial mines,
torpedoes, missiles and rockets Serviced bomb, missile and rocket releasing and launching devices Loaded supplementary munitions Assembled,
tested and maintained air-launched guided missiles Supervised operation of aviation ordnance shops, armories and stowage facilities Load
supplementary munitions Assemble, tests and maintain air-launched guided missiles Supervise operation of aviation ordnance shops, armories and
stowage facilities Requisitioned, received, inspected, un-packed, inventory, Accounted for, stored, handled, and processed shipments for:
air/surface/sub-surface launched missiles, bombs, and components; special weapons; aircraft gun ammunition, cartridges, and actuated devices,
rockets; launchers; aircrew escape propulsion systems; pyrotechnics/screening/marking devices; airborne targets/drones/decoys; unmanned air
vehicles; aerial mines/torpedoes; and underwater sound signals/son buoys, ashore and afloat. Tested, inspected and assembled, fuses,
loaded/downloaded, and armed/de-armed the listed ammunition/airborne weapons, supplementary stores, and electronic countermeasures
equipment. Installed, removed and repaired inventory. Maintained, pre-/post- operational test/inspection, weight testing/calibration, corrosion
control of aircraft weapon release/launching/firing systems, shipboard weapons elevators, magazines, sprinkler systems, aircraft armament
equipment, armament weapon support equipment, mechanical handling equipment, and test equipment. Instructed, supervised, and managed
operational/training Naval Strike and Warfare Center NAS Fallon, Nevada 2007-2010 Armament Division Maintenance Technician Performed
scheduled/unscheduled maintenance and ordnance loading/downloading evolutions on 24 F/A18, 14 F-16, 4MH-60'S Aircraft. Auxiliary Retail
Outlet Top Gun Supervised, Inventoried, stored, ordered merchandise for Top Gun pilot school Cashier, Excel spreadsheet database, currency
handler, bank handler responsibility. Flawlessly handled over $60,000 worth of merchandise and $50,000 worth of MWR funds and transactions.
This led to MWR having extra $6,000 for the command Christmas party.
Languages
Bilingual- Spanish
Skills
Ordnance, Weapons, Airborne Weapons, Aircraft Mechanical, Aircrew, Aviation, Calibration, Corrosion, Corrosion Control, Inspection,
Inventory, Missile, Systems Design, Testing, Training, Weapon, Cashier, Database, Excel, F-16, Maintenance, Retail, Retail Marketing, Pcs,
Scanning, Security, X-ray, Access, Acrobat, Adobe Acrobat, Enterprise Resource Planning, Fedex, Ms Access, Ms Excel, Ms Outlook, Ms
Word, Outlook, Word","al Background
2015
Saint Leo University
 
City
 
, 
State
 
, 
US
 
Criminal Justice
 
Bachelor of ArtsSaint Leo University, Chesapeake, VA
Deans List Bachelor of Arts Graduation: 2015 Overall GPA: 3.778 â—¦ Major: Criminal Justice
Bilingual- Spanish
Military "
