FileNumber,Role,Skills,Education
29998869.pdf,"DIRECTOR OF FINANCE
","
Financial planning and analysis, budgeting, reporting, strategic planning, forecasting, operations","
AAS
 
: 
Accounting
 
Hennepin Technical Community College
 
City
 
, 
State
MS
 
: 
Economics
 
Florida State University
 
City
 
, 
State
BA
 
: 
Economics
 
Franklin and Marshall College
 
City
 
, 
State
Interests
Hennepin Technical Community College Accounting Advisory Board Member
"
47410104.pdf,"FINANCE BUSINESS PARTNER
","
Budgeting, Cost management, Financial Reporting & Analytics, Investments and return on investment (ROI, NPV, and EVA), Process
improvement, 
Sarbanes Oxley, Scheduling, SOX - Tax footnotes, Inventory Management, Receiving, sales,","
Cultural Exchange Program
 
: 
7 1996
 
MONTCLAIR STATE UNIVERSITY
 
ï¼​ 
City
 
, 
State
 
, 
United State
Master of Business Administration
 
: 
Finance and Operations
 
, 
5 2004
 
GEORGETOWN UNIVERSITY, The Robert McDonough School of
Business
 
ï¼​ 
City
 
, 
State
Finance and Operations (MBA)
Bachelor of Science
 
: 
Statistics
 
, 
4 1996
 
UNIVERSITY OF GHANA
 
ï¼​ 
City
 
, 
State
 
, 
Ghana
Statistical Analysis and Mathematical theory
"
11441764.pdf,"FINANCE MANAGER
","
account reconciliation, accounting, accounts receivable, go live, streamline, ADP, AS400, BA, balance sheet, billing, budget preparation, budget,
Business process, closing, contracts, controller, credit, documentation, financials, financial, financial reporting, forecasting, Great Plains, HR,
inventory, JD Edwards, logistics, MAS90, meetings, Access, Excel, MS Office, payroll, personnel, policies, processes, procurement, purchasing,
Quickbooks, sales, SAP, Sarbanes Oxley, SAS, SBT, SQL, Supply Chain, trend, written, annual reports, year-end","
Bachelor of Science
 
:
 
Accounting
 
,
 
2006
 
University of Phoenix
 
ï¼​ 
City
 
, 
State
 
Master of Business Administration
 
:
 
Business
 
,
 
2010
 
UNIVERSITY OF PHOENIX
 
ï¼​ 
City
 
, 
State
Also attended Wright State University, Sinclair Community College and Columbus State prior to finishing BA
"
28724469.pdf,"FINANCE CUSTOMER CARE REP LEAD
","
Accounting, Accounting software, accounts payable, Administrative, AIA, billing, billings, budget, clarify, conferences, client, clients, data base,
Senior Management, filing, financial statements, forms, legal, letters, marketing, meetings, Microsoft Office, Office, Microsoft Project, payroll,
presentations, progress, Sage, Structured, tax, taxes, Timberline, travel arrangements, websites","al opportunities.
Researched, compiled, and analyzed data for several projects.
Successfully managed a 20-person team who deployed various out reach programs to a targeted community.
Created and prepared program reports, expense reports and presentations.
Structured and maintained a diverse advisory board.
Controlled expenditures in accordance with budget allocations.
Reviewed reports and records of activities to ensure progress was being accomplished toward specified program objective.
Maintained data base with confidential information.
Administrative Assistant
 
, 
01/2003
 
to 
10/2004
 
Company Name
 
ï¼​ 
City
 
, 
State
Managed calendar, scheduled meetings, arranged and facilitated presentations for organizations.
Served as Administrative contact for clients and external associates.
Created and maintained data base for contacts as well as mailing lists.
Community Manager
 
, 
01/2000
 
to 
01/2003
 
Company Name
 
ï¼​ 
City
 
, 
State
Coordinated the completion of a $4.3 million property renovation with a 90% occupancy rate.
Hired and trained new employees in Section 42,8 and 236 housing laws Completed critical first year files of a 176 unit section 42 program.
"
11490673.pdf,"FINANCE MANAGER
","
Accounting, accounts payable, accounts receivable, administrative, A/P, approach, balance sheet, bank reconciliation, budgets, cash flow,
contracts, customer service, Database, financials, financial, financial statement preparation, preparation of financial statements, FSA, hiring, Human
Resource Management, human resource, Inventory, inventory levels, inventory control, Director, management reporting, marketing, medical billing,
Payroll, performance management, policies, pricing, product management, reporting, research, sales, sales reporting, tax, variance analysis","
Bachelor of Science
 
: 
Business Administration Human Resource Management
 
Western International University
 
GPA: 
Cum Laude
Cum LaudeAccounting Certificate 
George Mason University
Accounting Honors Society 2010
"
22720697.pdf,"FINANCE SPECIALIST
","
Preparation of monthly data for submission to CPA for Financial Statement Preparation. Accounts Payable which includes vouchering, verifying
coding applied to vouchers by other offices within the company, entering bills and paying them, Accounts Receivable, Full charge Bookkeeping,
Payroll, Bank Reconciliations, Coding, Trial Balance Account Reconciliations, Office Manager, Marketing, Real Estate Contracts, Data Entry,
Escrow, Organizational Skills, Inventory","
Accounting
 
1990
 
BARNES BUSINESS COLLEGE
 
City
 
, 
State
 
, 
US
BARNES BUSINESS COLLEGE YEARS ATTENDED (1988-1990) Accounting Denver, Colorado
Computer programming
 
1987
 
PARKS JUNIOR COLLEGE
 
City
 
, 
State
 
, 
US
 
PARKS JUNIOR COLLEGE YEARS ATTENDED (1985-1987) Computer programming Denver, Colorado
High School Diploma
 
1985
 
BUFFALO HIGH SCHOOL
 
City
 
, 
State
 
, 
US
 
BUFFALO HIGH SCHOOL YEARS ATTENDED (1981-1985)
High School Diploma Buffalo, Wyoming
"
19540089.pdf,"FINANCE MANAGER / PLANT CONTROLLER
","
Budgeting, Forecasting, 
Financial Analysis, Financial Reporting,
Cost Accounting, Variance Analysis, Cost Reduction, Standard and Actual Costing, GAAP, Hyperion
Continuous Improvement, Inventory Control, Six Sigma trainedCertified Public Accountant
Results-Oriented Mindset, ","
Master of Accountancy
 
, 
Accountancy
 
2011
 
Missouri State University
 
Certified Public Accountant Green Belt Trained in Lean Six Sigma (2011)
Master of Accountancy - Missouri State University
B.S.
 
, 
Accounting
 
Missouri State University
 
B.S., Accounting - Missouri State University
International Finance and Accounting, Business
 
Amsterdam Business School
 
International Finance and Accounting Studies - Amsterdam Business
School, Holland
B.S.
 
, 
English
 
Shanghai International Studies University
 
ï¼​ 
City
 
, 
CN
 
B.S., English - Shanghai International Studies University, Shanghai, China
Certifications
Certified Public Accountant
"
33685988.pdf,"FINANCE OFFICER
","
Bank reconciliations, Analysis, bonds, Budget Analysis, Cash Flow, General Ledger, inventory, investments, Interest Payable & Savings, Payroll,
Schedules, Sales, Customer Service","
Bachelor of Science Degree
 
: 
Business Administration Finance
 
, 
2009
 
Northern Caribbean University
 
ï¼​ 
City
 
, 
JAMAICA
Business Administration Finance
Certificate of Management Studies 
St. Hugh's High School 
Sixth form Business Certificate
 
: 
2002
 
University of the West Indies
 
ï¼​ 
City
 
,
JAMAICA W.I.
Interests
Reading
Additional Information
Reading
"
12071138.pdf,"DIRECTOR OF FINANCE
","
Accounting, computerized accounting, general accounting, accounts payable, accounts receivable, trial balance, banking, benefits, billing, budgets,
Budget, Cancer, cash management, closing, coaching, contracts, Client, customer service, decision making, documentation, Senior Management,
filing, Finance, Financial, financial analysis, financial audits, financial statements, Prepare financial statements, funds, general ledger, grants, Human
Resource, Insurance, interpretation, investments, legal, Director, meetings, mentoring, Excel, Microsoft Office, Office, negotiating, operating
system, payroll, payroll processing, performance analysis, Personnel, personnel management, policies, Primary Care, profit, project management,
QuickBooks, reconciling, reporting, securities, staffing, strategic, Strategic Planning, supervising, tax returns, treasury, valuation, vision
Core Qualifications
Proficient with various computerized accounting software, Microsoft Office, and investment software. 
.
Experience
DIRECTOR OF FINANCE
 
January 2012
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Prepare financial statements for presentation to the Treasurer of the Board of Directors, Finance Committee, and senior staff.
Liaison to external auditors.
Prepare and analyze audit schedules.
Review of audited financial statements and 990 Information return for accuracy and reconciliation to the trial balance.
Responsible for reporting of endowment activity and reconciling of investment manager statements and general ledger.
Maintain reports to include earnings and expense documentation related to board designated, temporarily, and permanently restricted funds
in accordance with donor restrictions.
Prepare reports as needed for the Investment Committee of the Board of Directors.
Prepare and analyze general ledger, including cost centers, in compliance with Federal, State and grant funding requirements.
Complete fiscal reports required for grant funding contracts.
Preparation and analysis of annual budget, ","Masters
 
: 
Business Administration
 
SOUTHERN NEW HAMPSHIRE UNIVERSITY (New Hampshire College Graduate School of Business)
Business Administration
B.S
 
: 
Office Administration Accounting
 
SOUTHERN NEW HAMPSHIRE UNIVERSITY (New Hampshire College)
 
GPA: 
with Honors
 
with
Honors Office Administration Accounting
"
14106638.pdf,"VICE PRESIDENT, CORPORATE FINANCE
","
Balance Sheet Risk Management
Contract Negotiations
Treasury Management
Technical US GAAP Accounting Proficient
Board Communications
Multi-disciplinary Team Lead
Experience
Vice President, Corporate Finance
 
10/2015
 
to 
Current
 
Company Name
 
City
 
, 
State
Responsible for various consolidated corporate departments which provided accounts payable, accounting, financial reporting, non-patient billing,
payroll, tax and treasury services to the health system and its components, including acute-care hospitals, a post-acute care facility, the faculty
physician group, multiple benefit plans and various for-profit and not-for-profit joint ventures.Â 
Served as staff of theÂ Audit and Compliance Committee of the Board responsible for theÂ governance of the committee
Served as the staff for the Investment Committee of the Board responsible for theÂ governance of the Committee
Managed theÂ external audit of the consolidated financial statements of the organization, its components, and its employee benefit plans
ManagedÂ the tax structure, tax compliance filings, monitoring of tax exempt status and compliance with IRC 501r requirements for
hospitals
Led and created offering statements for multiple tax exempt bond financings, achieving over $15 million in economics savings onÂ 
refinancing of existing debt
Led $41 million new market tax credit financing for the construction of a new Neurosciences Institute facility
Led bond ratings presentations for 5 successful continuous upgrades over the 5 years
Managed the debtÂ compliance of the enterprise and obligated group reporting
Directed ongoing risk mitigation efforts of the defined-benefit pension plan obligation, including plan design changes leading the freeze of al
participants and additional funding, including a $50 million funding in September 2016
Led the successful selection of and change of outsourced Chief Investment Officer and complete turnover of $400 million investment
portfolio
Responsible forÂ various externalÂ vendor relationships including audit, tax,Â actuarial, banking, merchant processing,Â custodial,
investments,Â and bond holderÂ relationships and the ongoing evaluation and requests for proposal of such services
â€‹
Vice President/Controller
 
04/2012
 
to 
09/2015
 
Company Name
 
City
 
, 
State
Responsible for various consolidated corporate departments which provided accounts payable, accounting, financial reporting, non-patient billing,
payroll, tax and treasury services to the health system and its components, including acute-care hospitals, a post-acute care facility, the faculty
physician group, multiple benefit plans and various for-profit and not-for-profit joint ventures.
Successfully led a series of tax restructurings of entities within the health system in conjunction with in-house general counsel to streamline
the structure of the health system and create efficiencies in the administration and compliance filings with the IRS.
Led and created offering statements for multiple new moneyÂ tax exempt bond financings.
Led the due diligence and accounting of the acquisition of the faculty practice plan assets and clinical operations.
Led ongoing integration efforts with the faculty practice plan to streamline finance operations, simplify debt structure, centralize treasury
services, and ensure consistency and timeliness of financial information
Expanded the bench strength of the Corporate Finance team by re-establishing the role of Corporate Controller and creating capacity for
the Vice President, Corporate Finance role to assist the CFO in strategic operations
Corporate Controller
 
12/2006
 
to 
04/2012
 
Company Name
 
City
 
, 
State
Responsible for various consolidated corporate departments which provided accounts payable, accounting, financial reporting, non-patient
billing,Â tax and treasury services to the health system and its components, includingÂ several acute-care hospitals, a post-acute care
facility,Â multiple benefit plans and various for-profit and not-for-profit joint ventures.Â 
Successfully aided in negotiations ofÂ financial termsÂ resulting from multiple financial settlement agreements surrounding departures of
multiple hospitals from the joint operating agreement governance structure of the health system during 2007 - 2010.
Successfully negotiated and managed multiple transition service agreements for multiple hospitals spanningÂ three months toÂ three years
resulting from the departure of hospitals from the health system joint operating agreement during 2007 -2010.
Managed the successful accounting and external audits of the health system during the financial and organizational restructuring of the health
system.
Managed and reorganized the corporate finance team various times throughout theÂ restructuringÂ of the health system.
Managed multiple liability payoffs of the health systemÂ including tax exempt debt payoffs, pension spin-offs, and medical malpractice
liability run-outs during the financial restructuring of the health system.
Actively participated in the reorganization of the health systemÂ and affiliation with its academic sponsor in relation to appropriate
accounting treatment and led the tax restructuring of the health system.
Acted as lead staff for the inaugural tax exempt debt issue and rating process by external agencies for the restructured legal entity in 2010.
Managed the accounting and financial reporting over the new construction and operations of a large community hospital.Audit Professional
 
08/1997
 
to 
12/2006
 
Company Name
 
City
 
, 
State
Responsible for variousÂ financial audits for retail, manufacturing, 
investment management, academic medical centers, healthcare, higher ","
and non-profit entities.Â  Also responsible for multiple due diligence assessments in the mergersÂ and acquisition consulting practice of the
firm.Â Â Trained staff nationally in audit methodologies, accounting guidance and audit software at continuing education seminars.
Prepared and reviewed financial statements of both private and public companies, including multi-location consolidations.
Researched accounting issues and concluded on proper accounting treatments and disclosures.
Performed and supervised projects assessing internal control reliability and effectiveness, including companies subject to the Sarbanes-
Oxley Act.
Acted as lead seniorÂ in a large multi-national restatement audit surrounding proper lease accounting.
Acted as lead manager in large multi-state restatement audit undergoing a significant SEC investigation.
Supervised and evaluated audit staff ranging from one to twenty-five individuals.
Participated in national committees to design and create audit programs for not-for-profit and higher education industries.
Prepared and coordinated audit budgets, forecasts and billings.
Actively participated in recruitment efforts and interviews of potential hires enrolled in nationally identified strategic business schools.
Presented in continuing education seminars with local business groups and 
university accounting cirriculum.
Education and Training
Bachelor of Science
 
: 
Accountancy
 
1997
 
Miami University
 
City
 
, 
State
Economics Minor
Cum laude
Credentials
CPA, State of Ohio License #42088 Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Dec 2003 to Dec 2017
CGMA, American Institute of Certified Public Accountants Â  Â  Â  Â  Â  Â  Â Â  Dec 2014
FHFMA, Healthcare Financial Management Association Â  Â  Â  Â  Â  Â  Â  Â  Â Â  April 2013
CHFP,Â Healthcare Financial Management Association Â  Â  Â  Â  Â  Â  Â  Â  Â  Â Â  April 2013
Activities and Honors
Uptown Consortium, Cincinnati,Â Audit Committee Member 2017
Uptown Consortium, Cincinnati,Â Finance Committee Member 2008 - 2017
Uptown Consortium, Cincinnati,Â Executive Committee Member 2016- 2017Â 
Healthcare Financial Management Association, National Large System Controller CouncilÂ 
Healthcare Financial Management Association, Southwest Ohio Chapter, Board Director 2010
Healthcare Financial Management Association, Southwest Ohio Chapter,Treasurer, 2011- 2012
American Institute of Certified Public AccountantsÂ 
Ohio Society of Certified Public Accountants
Speaker for Healthcare Financial Management Association and American Healthcare Lawyers Association
â€‹
Â 
â€‹"
18072085.pdf,"FINANCE ASSISTANT
","
Accounting, General Accounting, Accountant, Articulate, Balance, Balance Sheet, bank reconciliations, Bank Reconciliation, banking,
Bookkeeping, Budgeting, Budgets, Budget, C, CaseWare, Cash Management, Com, Credit, creditor, Clients, delivery, Dependable, English,
Filling, Finance, Financial Management, Financial Statements, Prepare financial statements, Fixed Asset Register, Fixed Assets, Forecasting,
forms, Funds, General Ledger, Hyperion, Invoicing, Leadership, Managing, Excel, Outlook, PowerPoint, Word, Office Administration,
Organizing, Problem Solving, processes, process Management, project management, reconciling, Reporting, Retail, SAP, Shared Service,
Statistics, Take messages, Tax, Tax Returns, Team Player, Telephones, Type, VAT Returns", and 
26767199.pdf,"FINANCE MANAGER
","
ACCPAC Plus, ADP, Aggreso, Business Works, 
Cognos Power Play, Fixed Assets Sage Best Software, Hyperion, Future Proof, Jantek, Lotus
Notes, Oracle, Mas90/Mas200 Sage Software, Peachtree, PeopleSoft, Quick Books, Real World, and Microsoft office products.","
Rutgers University
 
2013
 
Master of Science
 
: 
Accounting
 
City
 
, 
State
 
, 
United States
Anticipated graduation date: May 2013
Kean University
 
Bachelor of Science
 
: 
Accounting
 
City
 
, 
State
 
, 
United States
Computer "
84373843.pdf,"SENIOR FINANCE ASSISTANT
","
- Fast Learner
- Organizational Skills
- Very efficient minded
- Problem Solver
- Fast Learner
- Very Adaptable
- Team Oriented","
2009
High School Diploma
 
Bloomington High School
 
- 
City
 
, 
State
2010
General Studies
 
Heartland Community College
 
- 
City
 
, 
State
 
?1 Year of college completed
Fundamentals of Accounting Course completed through State Farm
 
"
39295103.pdf,"FINANCE AND ACCOUNTING SPECIALIST
","
administrative, AP, AR, Billing, conferences, contracts, client, clients, customer satisfaction, Customer service, customer support, database,
dictation, senior management, faxes, finance, financial, human resources, Invoicing, notes, director, materials, meetings, Excel spreadsheets,
Microsoft Excel, mail, Microsoft Office, office, Microsoft Word, presentations, processes, coding, proposals, quality, receptionist, reporting,
Scheduling, spreadsheets, strategy, telephone, Time management, transportation, travel arrangements, upgrades, web applications, websites, year-
end","
Associate of Science
 
: 
Accounting Business
 
Lake Michigan College
 
- 
City
 
, 
State
 
Accounting GPA: 25 Business
Associate of Applied Science
 
: 
Computer Science Accounting
 
Milwaukee Area Technical College
 
- 
City
 
, 
State
 
Computer Science Accounting GPA: 75Associate of Arts
 
: 
Material Management
 
Houston Community College
 
- 
City
 
, 
State
 
Material Management GPA: 00
"
86549455.pdf,"FINANCE
","
Project management
Customer satisfaction
Mentoring","
Doctor of Philosophy
 
: 
Organizational Leadership
 
, 
2013
 
The Chicago School of "
14413148.pdf,"FINANCE MANAGER
","
Accounting, general accounting, accounts payable, accounts receivable, Auditing, budgets, budget, contracts, controller, CPA, Financial,
Government, grants, home office, Director, Managing, materials, Office, negotiation, negotiator, OSI, payroll, personnel, Prime, proposals,
proposal, proposal preparation, purchasing, reporting, Sales, supervisor, supervision
Professional Affiliations
American Legion Department of Nevada Children & Youth Chairman. Developed and implemented Hear Today-Learn Tomorrow program for
American Legion Children and Youth Program that supports families help obtain hearing aids for hearing impaired children. Nevada American
Legion representative to National Children & Youth Committee. Memberships American Legion Department of Nevada Hear Today-Learn
Tomorrow Program Chairman. Associate member of American Bar Association (ABA)until 2002.","
Bachelor of Science
 
: 
Accounting
 
, 
1966
 
University of Albuquerque
 
ï¼​ 
City
 
, 
State
 
GPA: 
Graduated Cum Laude
 
Accounting Graduated Cum
Laude
"
17775916.pdf,"FINANCE MANAGER
","
accounting, approach, balance, Balance Sheet, bank reconciliation, Banking, bookkeeping, book keeping, Budgeting, Budget, C, cash flow
analysis, Cash Flow, Cash Flow Statement, Excellent communication, Cost Analysis, Credit, documentation, ERP, fax, Finance, Financing,
financial, financial and accounting, Financial Management, financial report, forecasting, Foreign Exchange, Functional, Government, Ink, insurance,
leadership skills, Lighting, Exchange, Microsoft Office, office, Windows Operating System, MIS, Multitasking, negotiation, office automation,
Oracle, organizational skills, copier, Excellent presentation skills, press, pricing, printer, Profit, reporting, Sales, SAP, Scheduling, supervising,
switches, Tax, time management, transformers, Treasury, UV, valuation, wise","
Bachelor of Commerce
 
: 
2004
 
Calcutta University
 
ï¼​ 
City
"
25497147.pdf,"FINANCE ACCOUNTANT
","
Account reconciliation, Accounting, accounting software, Accounts payable, Accounts receivable, accounts receivable, administrative, approach,
automation, balance sheet, bank reconciliations, billing, Budget, credit, databases, debit, documentation, due diligence, finance, Financial
Accounting, financial reports, financial statements, Financial statement analysis, forecasting, funds, general ledger, General ledger accounting,
investments, Managerial, meetings, Payroll, processes, coding, Quick Books, reporting, Revenue Recognition, spreadsheets, year-end","
Associate of Arts
 
: 
Business Business Management
 
1978
 
Midwest Business College
 
City
 
, 
State
 
, 
USA
 
Business Business Management
Continuing education courses focusing on the Major Changes within the Accounting Standards. Advanced Financial Accounting, Revenue
Recognition, and Specialized Industry GAAP
"
27914096.pdf,"FINANCE MANAGER
","
Financial statement analysis, budgeting, forecasting, strategic planning, financial modeling, strong communication, interpersonal and
organizational skills
Computer skills in the following areas:Â  Microsoft Access, Excel, MicroSoft Office, Microsoft Outlook, Powerpoint, Microsoft Word,
Onyx, PeopleSoft, Citrix","University of Massachusetts -Amherst, MA
 
1996
 
BBA
 
: 
Accounting
Graduated Cum Laude
Overall GPA: 3.3
"
28758002.pdf,"FINANCE CONTROLLER
","
Leadership/communication skills
Product development
Budgeting expertise
Self-motivatedÂ 
Project management
Small business development
Client account management
Customer-oriented
Skills
Account reconciliation, accounting, administrative, budget preparation, budget, closing, commercial lending, contract negotiations, contracts,
Credit, client, delivery, Department of Health, direction, financing, financial, financial controls, financial operation, financial statements, forecasting,
funds, general ledger, grants, Human Resources, HR, Director, managing, Mental Health, Office, outlook, organizational, payroll, P.C., personnel,
quality, quality assurance, quality control, reporting, research, supervisor, tax planning, annual reports, year-end.
Education
Bachelor of Science
 
1996
 
New york institute of technology
 
City
 
, 
State
 
, 
USA
MBA
 
: 
Finance
 
1998
 
New york institute of technology
 
City
 
, 
State
 
, 
USA
Experience
Finance Controller
 
08/2010
 
to 
09/2017
 
Company Name
 
City
 
, 
State
Â Â  Managed team 100 ","
Bachelor of Science
 
1996
 
New york institute of technology
 
City
 
, 
State
 
, 
USA
MBA
 
: 
Finance
 
1998
 
New york institute of technology
 
City
 
, 
State
 
, 
USA
"
16426777.pdf,"FINANCE DIRECTOR
","
streamline, ad, balance sheet, Basic, budgeting, budgets, Budget, business processes, capital expenditures, Cognos, Conferences, contracts,
Corporate Finance, cost reduction, Client, data collection, documentation, drivers, economic analysis, Essbase, senior management, Finance,
Financial, Financial Analyst, financial forecasts, financial reporting, forecasting, Hyperion, inventory, Investments, JD Edwards, Latin, Leadership,
Lotus Notes, Director, macros, managing, Mfg, market, Marketing, MBA, Access, Excel, Microsoft Office Suite, PowerPoint, Win98, Word,
pricing, processes, Procurement, promotion, Quality, Recruiting, reporting, Sales, SAP, Sarbanes-Oxley, Six Sigma, Spanish, strategic, Supply
Chain Management, Tax, Vaccine, variance analysis, Vista, written","
Master of Business Administration
 
: 
Finance
 
May 2002
 
UNIVERSITY OF MARYLAND - COLLEGE PARK 
Robert H. Smith School of
Business
 
GPA: 
GPA: 3.73
 
Finance GPA: 3.73
Bachelor of Arts
 
: 
Chemistry Mathematics and Chinese
 
May 1998
 
NEW YORK UNIVERSITY
 
GPA: 
GPA: 3.93 UNCF - Merck
Undergraduate Science Research Scholarship for Minorities
 
GPA: 3.93 Chemistry Mathematics and Chinese UNCF - Merck Undergraduate
Science Research Scholarship for Minorities
"
15011085.pdf,"DIRECTOR OF FINANCE
","
Accounting, Budgeting and Planning, Business Analysis, Business process re-engineering, Cost reduction analysis, Finance Reporting, Financial
Statements, Forecasting, Inventory reconciliations, Manufacturing Costing analysis, Oracle, Payroll, Risk management, Sales, System
conversions/Implementations, SAP, Six Sigma, Strategic planning, Tax returns, Trend analysis","
MBA
 
:
 
FINANCE
 
2006
 
University of North Texas
 
, 
City
 
, 
State
Bachelor of Science
 
:
 
ACCOUNTING
 
2003
 
Southeastern Oklahoma State University
 
, 
City
 
, 
State
Participated in the VITA program
Accounting Club MemberÂ 
"
21912637.pdf,"CONTRACTS AND FINANCE OFFICER
","
Accounting, Accounting software, Budget, Contractual Procedures, 
Data Entry, Database, Documentation, Filing, Financial Accounting,
Financial Reporting, Financial Management, Grants, Inventory Control, Access, Excel, Office, Power Point, Publisher, Microsoft Word,
Organizing, Procurement, Quality Control Stock, Control, 
Preparation of Tender Documents, 
Organize Workshops, Seminars and
Trainings","
Master of Business Administration (MBA)
 
: 
Finance, Marketing, Operations Management , Economics and Business Law
 
May 2014
 
University of
Phoenix Online Campus
 
City
 
, 
State
 
, 
United States of America
BSc
 
: 
Financial Services
 
July 2005
 
Institute of Public Administration & Management (IPAM) University of Sierra Leone
 
City
 
, 
State
 
, 
Sierra
Leone
Financial Services
Affiliations
Member of the Springs of Joy Advisory Committee Executive Member of the Welfare and Humanitarian Ministry, Public Relations Officer, New
Life Ministries International Member of the Greeters Department, New Life Ministries International Member of the Women's Department, New
Life Ministries International Member of the Eros and Commoners Club, Institute of Public Administration and Management- University of Sierra
Leone
Member of Saint Joseph's Secondary School Band - Drum Major
"
95519832.pdf,"TRADE FINANCE OFFICER
","
Trade Finance Operations
Customer Service
Branch BankingÂ 
Accomplishments
Awarded Best Tele-caller for 3 times in a row in HSBC 
Â·Â Â Â Â Â Â Â Â 
Rated excellent performer in yearly appraisal at HSBC
Professional Experience
Company Name
 
August 2007
 
to 
January 2011
 
Trade Finance Officer
 
City
 
, 
State
Â Â Payments of documents presented under L/C.Â 
Booking & paying off of Collection documents.Â 
Â Delivery Order Issuance for documents under L/C or Collection.Â 
Advance & Direct payment under RBI regulations.Â 
Â Resolving all client query regarding import payments, Letter of Credit, Collection bills
Bill presentation under L/C & collections
Â Ensure transactions are processed with the TAT 
Â· Â  Â  Â  Â 
Bill Of Entry follow up
Company Name
 
August 2005
 
to 
July 2007
 
Fund Transfer Investigation Officer
 
City
 
, 
State
Working as an Officer in Fund Transfer Investigations for Abn Amro Bank -Netherland Investigate Fund Transfer related cases and bring
them to closure in a timely manner
Specializing in specific types of cases and handling queries related to Bank and clients
Gaining more knowledge on Swift Messaging and International Fund Transfer
Actively ","
UC San Diego (UCSD) Extension
 
2015
 
Certification
 
: 
Business Management
 
City
 
, 
State
 
, 
United States
Mumbai University
 
2000
 
Bachelors of Commerce 
: 
Accounting 
City
 
, 
State
 
, 
India
Personal Information
Â Date of Birth: Â 28th of January, Â 1980
Place Of Birth: KGF, India
Sex: Female
Marital Status: Â Married
Hobbies: Travel, Hiking
Languages
English,Hindi,Tamil
"
61634281.pdf,"FINANCE MANAGER
","
Quickbooks. Workamajig. MS Office Suite. InDesign. Photoshop. Concrete5 CMS. Â Google Analytics. GoogleDocs. Intervals. SEO/SEM.
Social media. Digital and film photography. Proficient in both Mac and PC environments.Â ","
Long-Form Improv
 
Washington Improv Theater
 
ï¼​ 
City
 
, 
State
 
Currently a Level 4 Student in their 5-level curriculum.Â 
Bachelor of Arts
 
, 
Audio Arts & Acoustics
 
2002
 
Columbia College Chicago
 
ï¼​ 
City
 
, 
StateGeneral Studies
 
, 
Human Development & Family Studies
 
1999
 
University of Illinois
 
ï¼​ 
City
 
, 
State
"
20275356.pdf,"ASSISTANT DIRECTOR OF FINANCE
","
Balance Sheet analysis, Budgeting, Forecasting, Hyperion, Excel,Â PowerPoint, Word, Oracle","
Jun. 2002
Bachelor of Science
 
: 
Accounting
 
DePaul University
 
ï¼​ 
City
 
, 
State
"
