FileNumber,Role,Skills,Education
20748929.pdf,"BUSINESS DEVELOPMENT
","
Skills
Experience
Total Years
Last Used
Microsoft Office (Excel, Word, PP)
Expert
10+
2016
Google - Analytics
Intermediate
2
2016
SQL
Intermediate
1
2014
Outlook
Intermediate
6
2014
Accomplishments
Quality Control
 Â 
Increased database ease of use and efficiency by 10%.
Operational Management
 Â 
Identified, recommended and prioritized new database features, stored various SQL query statements, and applications in conjunction with
business leaders, department managers, and administrative staff.
Developed, implemented, tested, debugged and documented various systems (ie: live chat, updated database applications, IVR and
automated telephone dialers).
Client Interface
 Â 
Collaborated with programmers to create various forms and account interfaces that are easy to navigate, and are mobile friendly.
Improved client relationships and performance predictability through shared business and technical perspectives and agreed expectations.
Team Collaboration
 Â 
Weekly brainstorm on how to increase efficiency at all levels of business, such as appropriate system upgrades and team best practices.
Work Experience
08/2015
 
to 
Current
Business Development
 
Company Name
 
ï¼​ 
City
 
, 
State
Identify areas of opportunity within the business to create solutions to increase efficiency and productivity (including the improvement of the
internal process and increasing revenue).
Strategic planning of content, promotion, and engagement.
Monitor and report on website and ads traffic and performance.
Worked with clients to analyze advertising needs and applied appropriate solutions within each organization's budget.
Current project: ","
2010
Bachelor of Arts
 
: 
Sociology
 
Stony Brook University
 
ï¼​ 
City
 
, 
State
 
, 
USA
Member of LEG (legislation)-Schick
Resident Safety Program monitor
Telefund operator
Intramural sports - soccer, indoor soccer, basketball
"
12377803.pdf,"BUSINESS DEVELOPMENT MANAGER
","
Clients, Satisfaction, Accounting, Sales, Accounts And, Business Development, Database, Documentation, Existing Accounts, Outbound Calls,
Human Resources, Accounts Payable, Accounts Receivable, Billing, Budgeting, Cash, Cash Management, Collections, Credit, Credit Card,
Finance, Forecasting, Including Accounting, Payroll, Accountant, Inbound And Outbound, Sales Team, Telemarketing, Budget, Liaison,
Maintenance, Audit, Bookkeeping, Tax Returns, Testing, Cashiering, Customer Service, Inventory, Inventory Control, Loss Prevention,
Merchandising, Problem Resolution, Receptionist, Retail Sales, Sales Counter, Stocking, Drivers, Managerial, Net","al support to all salon staff members.
January 2000
to
January 2000
Company Name
 
City
 
, 
State
 
Merchantainment Cast Member/Intern
 
Assisted in store-wide functions, including customer service, sales
counter/cashiering activities, stocking, merchandising, inventory control, loss prevention, and problem resolution, as one of only 13 Colorado State
University students chosen to participate in the internship.
January 1997
to
January 2000
Company Name
 
City
 
, 
State
 
Telemarketing Agent
 
Selected to serve as a member of the initial outbound sales team. Performed both inbound and
outbound sales functions.
Education
Colorado State University
 
City
 
, 
State
 
, 
US
 
Master of Organizational Leadership Human Resources
 
: 
Leadership
 
Colorado State University-
Global, Denver, CO Master of Organizational Leadership Human Resources, In Progress
Colorado State University
 
City
 
, 
State
 
, 
US
 
Master of Business Administration
 
: 
Business Administration
 
Colorado State University-Pueblo,
Pueblo, CO Master of Business Administration, Degree Plus Program
Bachelor of Business Administration
 
: 
Accounting
 
Bachelor of Business Administration in Accounting, Degree Plus Program Bachelor of Business
Administration in Management/Marketing
"
13080868.pdf,"BUSINESS DEVELOPMENT
","
Coaching, Cost Controls, Marketing, Point Of Sale, Promotional, Advertising and Marketing, Sales, Business Management, Cooking, Corporate
Trainer, Food Processing, Packaging, Plating, Product Demos, Product Development, Retail, Retail Marketing, Sales Programs, Training
Manuals, Budget, Business Development, Purchasing, Financial Management, Food Safety, Incentive Programs, Inventory, Operations, Ordering,
Payroll, Purchasing, Purchasing Manager, Fundraising, Great Attitude, Illustration, Marketing Plan, Mentoring, Photoshop, Solutions, Staff
Training","
1994
Bachelor of Science
 
: 
Biology
 
1994 Graduated UNM - Bachelor of Science Degree with a major in Biology
"
47067533.pdf,"DIRECTOR, BUSINESS DEVELOPMENT
","
B2B, back-up, business development, Call Center, closing, Coach, cold calling, competitive, contracts, CRM, client, clients, database, email,
senior management, focus, hiring, human resource, inside sales, Director, marketing, market, Microsoft Office Suite, Enterprise, net","
1 1
 
WGU
 
City
 
, 
State
University of Potomac College
 
1 2013
 
Bachelors of Sales
 
: 
Sales Management
 
State
 
Sales Management
University of Potomac College
 
1 2011
 
Bachelors of Science
 
: 
Business Management
 
State
 
Business Management 35 Credits
Belford High School
 
1 2002
 
Associates of Science
 
: 
Business Management
 
State
 
GPA: 
GPA: 3.3
 
Business Management GPA: 3.3
High School Diploma
"
14990354.pdf,"BUSINESS DEVELOPMENT DIRECTOR
","
Attitude
Drive
Motivation","
certificate
 
University of California 
- 
City
 
, 
StateBachelor of Applied Arts
 
:
 
Interior Design & Industrial Technology
 
,
 
1988
 
Central Michigan University
 
- 
City
 
, 
State
"
20427934.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
accounting, Adobe, ad, budgeting, Coach, coaching, contracts, clientele, client, Data Collection, fluent in English, senior management, financial,
FINANCIAL ANALYST, financial reporting, forecasting, fundraising, instructor, Java, JD 
Edwards, leadership, logistics, Director, managing,
marketing, Excel, PowerPoint, Word, negotiations, Enterprise, net","
Associate of Arts
 
: 
May 2011
 
MIAMI DADE COLLEGE
 
ï¼​ 
City
 
, 
State
 
GPA: 
Graduated with the Highest Praise, Summa Cum Laude GPA:
4.0
 
Graduated with the Highest Praise, Summa Cum Laude GPA: 4.0
January 
2001
 
ZAGREB SCHOOL OF ECONOMICS & MANAGEMENT
 
GPA: 
GPA: 4.0
 
GPA: 4.0
CFA 
(CHARTERED FINANCIAL ANALYST, 
level 1
 
: 
December 2013
 
FLORIDA INTERNATIONAL UNIVERSITY
 
ï¼​ 
City
 
, 
State
Bachelor of Science
 
: 
Hospitality and Tourism Menagment Finance
 
, 
December 2012
 
GPA: 
Graduated with the Highest Praise, Summa Cum
Laude GPA: 3.9
 
Hospitality and Tourism Menagment Finance Graduated with the Highest Praise, Summa Cum Laude GPA: 3.9
"
13199813.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
Business Development, Superb Customer Service, Cold Calling,Â Relationship Building, Marketing, Market Research, Various CRM software
products including Salesforce, Salespoint, ZOHO, and Outlook,Â DevelopingÂ Marketing Materials, Complaint Resolution, Business-to-
business, Cabinets, Sales, Directing Large Teams, Motivating Team Members, Identifying and Capturing New Markets, Public Speaking, Problem
Solving, Critical Thinking, Leadership,Â Performance Analysis, and Budget Development and Forecasting"," to reach my full potential as an account executive by helping Visio Financial Services achieve steady, long-term, sustainable
growth by building productive relationships with customers, co-"
24647386.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
Business Development, Client Relationship Builder, Alternative Transportation
Specialist
Client Account Management, Contract Negotiations, Customer
Driven
Experience
05/2009
 
to 
Current
Director of Business Development
 
Company Name
 
ï¼​ 
City
 
, 
State
Responsible for developing new business opportunities for corporate,municiple and university markets over $43Â million in annual revenues.
Created over 25 new commuter programs from the ground up for fortune 500 companies in the Bay Area.
Created new revenue streams through new municiple and Â University accounts including the City of Los Angeles, University of California,
Berkeley and San Francisco State University - over $10 million annually.
Accountable for marketing and prospecting through cold calls and net"," and Training
Bachelor of Science
 
: 
Business Administration Marketing / Management
 
East Central University
 
ï¼​ 
State
 
Business Administration Marketing /
Management
Activities and Honors
San Francisco BOMA; Association for Commuter Transportation - Northern California Board Member; BOMA Silicon Valley; International
Facility Managers Association San Francisco / Silicon Valley / East Bay;Â Â CoreNet - Northern California
"
30938994.pdf,"PARTNER; BUSINESS DEVELOPMENT
","
Seasoned Leadership, Experienced Manager, Motivated, Balanced","s, and point of sale
display items.
"
36805025.pdf,"BUSINESS DEVELOPMENT
","
A+, advertising, Architect, Army, articulate, Agency, budgets, business development, business solutions, Calculator, Call Center, Cisco,
competitive, Concept, Contracts, Client, clients, delivery, Disaster Recovery, documentation, executive management, Government, Help Desk,
Information Technology, ITIL, ITIL v, LAN, Lockheed Martin, MGMT, managing, marketing, Market, Exchange, Office, win, Win2, Windows
NT Server, Modeling, Navy, Neat, negotiation, Net","
EMC Isilon Scale-Out Storage, 2013 EMC E20-322 Solutions Design for Technology Architects, 2013 EMC Information Storage and
Management v2, 2013 EMC Storage and Information Infrastructure Solution Design Concepts v6, 2013 Architecting VCE Vblock Infrastructure
Platforms, 2012 Architecting VCE Vblock System 100, 2012 Architecting VCE Vblock System 200 
: 
1 2012
 
Strayer University
Bachelor of Science
 
: 
Information Systems
 
Information Systems
Certifications
SBA 8(a) Certification *estimated 2015* ITIL v3 Foundation Certificate VMware Technical Sales "
20357858.pdf,"FOUNDER, BUSINESS DEVELOPMENT DIRECTOR
","
Salesforce
PowerPoint
Cloud Document
Word
Publisher 
Management
Excel
Google Drive
Access
Outlook
Experience
FOUNDER, BUSINESS DEVELOPMENT DIRECTOR
 
01/2010
 
to 
Current
 
Company Name
 
City
 
, 
State
Independent sales agent providing clients, principals, and prospects marketing support, business insight, and sales strategy to supplement the
specialty and unique-to-market product line I represent.
Key BJS Sales Generated Highlights: GEM SOLUTION - CLOUD-BASED SUITE OF SUPPORT TOOLS FOR PRIVATE CLUB
GOLF AND RETAIL OPERATIONS.
Increased GEMS account list from 10 to 63 clients, 530% increase, including many Platinum Clubs of America 
through cold-calling, email
marketing, net"," and Training
BACHELOR OF ARTS
 
: 
Public Relations
 
1992
 
SAINT MARY'S UNIVERSITY
 
City
 
, 
State
 
Public Relations
Activities and HonorsBusiness development, sales, and account management "
29825044.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
Adobe Creative Suite, Adobe Acrobat, Photoshop, advertising, API, benefits, Branding, business development, competitive, Competitive
Analysis, Content Development, creativity, CRM, Client Support, data management, Illustrator, InDesign, DIRECTOR, marketing plans, Market
Research, Marketing Strategies, marketing strategist, marketing, market, Media Relations, messaging, Microsoft Dynamics, MS Outlook, ","
Bachelor of Science
 
May 1996
 
Texas A&M University
Interests
2007-Present Youth Rec. Cheerleading Coach - Allen Sports Association 2010-Present League Director - Allen Sports Association BoardAdditional Information
community involvement 2007-Present Youth Rec. Cheerleading Coach - Allen Sports Association 2010-Present League Director - Allen
Sports Association Board
"
77576845.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
Basic, budgeting, budgets, budget, communications skills, counseling, Client, Customer Relations, customer satisfaction, senior management,
Government, Hazardous Waste, Hazardous Waste Management, hiring, Human Resources, Inspector I, instruction, Instructor I, Leadership,
Lighting, Materials, Excel, Outlook, PowerPoint, 2K, Microsoft Word, modeling, needs assessment, personnel, policies, policy development,
processes, Quality, risk management, Safety, Sales, Sales Management, scheduling, Six Sigma, strategy, strategic analysis, strategic planning,
Supervisor, tender, written","
Bachelor of Fire Science
 
:
 
8/15
 
Thomas Edison State College
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.37
GPA: 3.4
Customer Relations Course; OSHA Safety Course; HAZMAT Materials Operations; Airfield pavement and assessments certifications Course;
Fire Officer I, II, III; Fire Instructor I, II, III; Fire Inspector I, II; Fire Investigator I; Fire Fighter I, II, III; Airport Firefighter;; Emergency Vehicle
Operators Course; Amphibious Warfare School Nonresident Program; Advance EAF School; M-31 Arresting Gear Systems Course; Marine
Corps Aircraft Launch and Recovery School; Aircraft Firefighting School; Warrant Officer Basic School; Staff Non Commissioned Officers
Course; Sergeants Course; Total Quality Leadership; Hazardous Waste Coordinator Course RCRA; Hazardous Materials and Hazardous Waste
Management Course; Suicide Prevention Course; Minimum Operating Strip Lighting System Course; Lean Six Sigma White Belt Course
"
14287992.pdf,"BUSINESS DEVELOPMENT ANALYST
","
General financial accounting and control
Strong analytical and attention detail
Multi-tasking with strong deadline driven
Advanced computer skills (Microsoft Office suites : Word, Excel, PowerPoint, and Access) and QuickBooks.","
MBA
 
: 
Finance & Management
 
, 
2014
 
University of Houston
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.80/4.00
GPA: 3.80/4.00
BBA
 
: 
Accounting
 
, 
2007
 
Ambrose Alli University
 
ï¼​ 
City
 
, 
State
 
, 
Nigeria
Accounting
"
22025574.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
Net","
2015
Bachelors of Science
 
: 
Interdisciplinary Studies
 
University of Houston-Downtown
 
ï¼​ 
City
 
, 
State
 
, 
United States
Interdisciplinary Studies courses entails different areas of studies to provide a well rounded education that can be applied to many careers.
Course"
15811992.pdf,"BUSINESS DEVELOPMENT ASSOCIATE
","
Career Summary - Sales Professional
I am a "," and Training
Master of Divinity 
Master of Arts
 
: 
Counseling
 
Asbury Theological Seminary
 
City
 
, 
State
 
Counseling
Bachelor of Arts
 
: 
Psychology
 
Asbury College
 
City
 
, 
State
 
Psychology
"
14752209.pdf,"DIRECTOR, BUSINESS DEVELOPMENT
","
Microsoft Suite (Excel, Word, Power Point)
Salesforce
SAP
Retail Link","
High School Diploma
 
: 
Honors, Advanced Diploma
 
South Grand Prairie HS
 
- 
City
 
, 
State
Technical "
17730889.pdf,"ASSISTANT TO BUSINESS DEVELOPMENT ADMINISTRATOR
","
Adobe Acrobat, Microsoft Office, Outlook, Client and Employee Management, Excellent Customer Service Skills, Client Relations, Privileges &
Fiduciary Understanding, Budgeting and Financial Planning Â ","
Bachelor of Science
 
: 
Applied Studies/Online
 
C. S. U. Dominguez Hills (CSUDH)
 
ï¼​ 
City
 
, 
State
 
, 
USA
Candidate for graduation December 2016
Course"
22765255.pdf,"ASSOCIATE DIRECTOR BUSINESS DEVELOPMENT
","
Packaging, Accountable For, Maintenance, Operations, Training, Associate, Autocad, Cbt, Computer Based Training, Engineer, Fdot, Machine
Safety, Mes, Project Engineer, Safety Training, Sap, Vacuum, Award, Budget, Fifo, Self-directed, Warehouse Management, Merchandising,
Business Development, Mitigation, Sales, New Product Development, Product Development, Transmissions, And Sales, Ibm Svc, Integrated
Marketing Campaign, Marketing, Marketing Campaign, Promotional, Sales Support, Svc, Crm, Customer Relationship Management, Pricing, Its,
Jar, Account Management, Change Management, Exceed, Leadership Skills, Manufacturing Processes, Marketing Strategy, Mentoring, New
Products, Operations Management, Problem Solving, Project Management, Recruiter, Six Sigma, Six-sigma, Financial Management, Branding,
Continuous Improvement","
Master of Business Administration
 
: 
Essentials of Financial Management. London
 
University of North Florida, Coggin School of Business
 
City
 
,
State
 
, 
US
 
University of North Florida, Coggin School of Business Master of Business Administration Jacksonville, Florida Essentials of Financial
Management. London, England May, 2008Sun Yan Set University
 
City
 
, 
CN
 
Global Branding Strategy, Sun Yan Set University. Beijing, China May, 2007
Bachelor of Science
 
: 
Production Engineering Continuous Improvement and Management
 
EAFIT University
 
EAFIT University Bachelor of
Science: Production Engineering Continuous Improvement and Management Medellin, Colombia "
14825300.pdf,"SENIOR BUSINESS DEVELOPMENT MANAGER
",,"
Master's Certificate
 
: 
Project Management
 
, 
2006
 
The George Washington University
 
- 
City
 
, 
State
 
, 
USA
Master of Business Administration
 
: 
2017
 
Brigham Young University
 
- 
City
 
, 
State
 
, 
USA
The BYU Marriott School of Management's Executive MBA 
program is designed to provide broad management training with six core areas of
study: finance, operations, international business, accounting, organizational behavior, and marketing. The curriculum is supplemented with hands-
on "
82118447.pdf,"BUSINESS DEVELOPMENT MANAGER/PROGRAM DIRECTOR
","
account management, ADP, Business Law, Case Management, Corporate Finance, Counselor, Crisis Intervention, client relations, Decision
Making, Dimensions, Direct sales, Documentation, E-Business, Financial, Human Resource Management, Human Relations, International business,
International Marketing, leadership skills, Managerial, marketing, Market, Marketing Management, negotiator, communicator, optimization,
Organizational, Payroll, P.C., problem solving, protocols, Psychology, Research, sales, sales training, Strategic, strategic marketing, Technician,
telecommunications, trainer","al 
and "
16694152.pdf,BUSINESS DEVELOPMENT ,"
Articulate, benefits, business plan, closing, cold calling, competitive, Consultant, corporate training, Client, clients, customer satisfaction, delivery,
direct mail, Document Management, facsimile, features, focus, Image, inventory, Leadership, managing, marketing, market, meetings, access,
office, 2000, needs analysis, net","
Hampton University
 
May 1998
 
Bachelor of Arts
 
: 
Political Science
 
City
 
, 
State
 
Political Science
Ricoh University
 
January 2001
 
Image Management Certification, Levels 1
 
National Sales Training Phases I, II, and III, Forest Laboratories, April
2004 Leadership "
61677751.pdf,"SALES AND BUSINESS DEVELOPMENT
","
Appointment Setting, Art, B2B, Billing, Business Analyst, Business Development, Business Modeling, Business Operations, Business Process
Expert, Business Systems, , Call Center Manager, Coaching, Cost accounting, Customer Relations, Customer Service Expert, Database
Administrator,Â  E-business Director, Estimating, Innovation, Inventory Control, ISO, Team Leader, Logistics, Managing, marketing, market,
meetings, 2000, Outside Sales, policies, POS, process control, process improvement, production management, program implementation, project
management, Quality, reporting, research, retail, Sales, scheduling, Six Sigma, Supervisor, Supply Chain Management, Teacher, technical support
Sales Software: Salesforce.com
Desktop Publishing Software: Photoshop, Illustrator","
Supply Chain Management
 
University of North Carolina
 
ï¼​ 
City
 
, 
State
 
Post-Baccalaureate in Supply Chain Management, course"
11551946.pdf,"SENIOR BUSINESS DEVELOPMENT MANAGER
","
Sales, Marketing, Sales And, Consultative Sales, And Marketing, Marketing Management, Of Sales, Product Support, Strategic Planning, Direct
Sales, Engineer, Mixing, Chromatography, Equipment Sales, Filtration, Marketing Collateral, Pricing, Product Manager, Product Positioning,
Sales/marketing, Training, Sales In, Selling And, Strategic Direction, The Sales, Thought Leadership, Asset Management, Business Development,
Clients, Offshore, Operations, Product Lifecycle, Product Lifecycle Management, Solutions, Auditing, Business Analysis, Developed Sales,
Financial Operations, Internet Marketing, Million, Optimization, Outside Sales, Product Concept, Prototype, Prototypes, Sales Channels, Sales
For, Sales Of, Search Engine, Search Engine Optimization, Selling Techniques, Seo, Testing, Through Sales, Voice, Mba","
MBA
 
: 
Marketing
 
BS & MS (Mech. Engineering), MBA (Marketing).
Presentations
Business development "
39875803.pdf,"BUSINESS DEVELOPMENT MANAGER
Sales & Account ", & Qualifications,"
Bachelor of Science
 
: 
Business Management
 
Grambling State University
 
City
 
, 
State
Football Team
United States Racquetball Association
"
32042584.pdf,"BUSINESS DEVELOPMENT INTERN
","
automotive, C, com, Credit, client, clients, IP, marketing, Market, Microsoft Office programs, optimization, Page, predict, presentations, profit,
Relational Databases, research, research design, Sales, SAS, sound, SQL, Statistical Analysis, ","al preferences of students born post 1982 in comparison with
students of other age groups.
Found statistically significant differences in chosen majors of millenials to non-millenials and by race using the ANOVA and T-test
procedures in SAS.
"
27850777.pdf,"BUSINESS DEVELOPMENT MANAGER
","
Careful and active listener
Self - Starter & self-motivated
Hungry for growth and continuous learning
Proactive and energetic","
2010
Bachelors of Arts
 
: 
Sociology
 
University of California, Santa Cruz
 
- 
City
 
, 
State
 
, 
USA
Core classes included Environment & Society studies through College 8
Member of EOP Club
Course"
17421910.pdf,BUSINESS DEVELOPMENT ,"
MS Office (Word, Excel, Powerpoint, Publisher, Outlook), Constant Contact, ASA/400",al 
27219200.pdf,"DIRECTOR BUSINESS DEVELOPMENT
","
Sales, Pcb, Increase, Account Manager, New Accounts, Budget, Of Sales, Sales Staff, Budgets, Circuit Board, Printed Circuit, Printed Circuit
Board, Process Control, Procurement, Quality Assurance, Quality Manager, Statistical Process Control, Telecom, Accounts By, Aerospace, And
Marketing, Business Development, Business Plans, Customer Service, Increasing Sales, Integration, Integrator, Market Share, Marketing,
Metrics, Net","
Bachelor of Science
 
: 
Industrial Education
 
California University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
California University - California, Pennsylvania Bachelor of
Science Industrial Education
Certifications
Sales Transformation - Certificate of Achievement CRM Training and Certification (SalesForce.com)
"
36170003.pdf,"BUSINESS DEVELOPMENT MANAGER
","
Salesforce, Siebel, Fox and Bullhorn CRM/ATS ", on evolving net
25370801.pdf,"BUSINESS DEVELOPMENT CONSULTANT
","
agency, delivery, insurance, materials, policies, roofing, selling, sales","
May 2006
Bachelor of Arts
 
: 
Liberal Arts Environmental Studies Geography
 
UNIVERSITY OF MINNESOTA DULUTH
 
ï¼​ 
City
 
, 
State
 
Liberal Arts
Environmental Studies Geography
"
32531824.pdf,"BUSINESS DEVELOPMENT ASSOCIATE
","
Microsoft Office Suite
 
Visio
SharePoint
Zendesk","
BBA
 
: 
Management
 
May 2009
 
James Madison University
 
City
 
, 
State
"
18236085.pdf,"DIRECTOR OF BUSINESS DEVELOPMENT
","
agency, benefits, brochure, budget, business development, business plan, coach, contracts, Client Relations, financial, Home Health, Homecare,
Hospice, leadership, notes, Director, market analysis, marketing plans, marketing, market, Nursing, rapport, Sales, sales training, strategic, written",", and consistent follow-through. "
29014805.pdf,"SENIOR BUSINESS DEVELOPMENT MANAGER
","
Bi, Business Intelligence, Progress, Loans, Mortgage, Business Development, Marketing, Operations, Training, Solutions, Adc, Business
Requirements, Correspondence, Fannie Mae, Gse, Metrics, Project Plans, And Marketing, Budget, Business Process Improvement, Clients,
Coaching, Contracts, Drafting, E-learning, Federal Acquisition, Federal Government, Fedex, Integration, Integrator, Maintenance, Marketing
Collateral, Marketing Department, Marketing Plan, Mentoring, Pricing, Process Improvement, Proposal Development, Strategic Marketing, User
Experience, Web Based, Web-based, White Papers, B2c, Finance, Increase, Instructor, Investor Relations, Lending, Market Share, Mortgage
Banking, Mortgage Lending, Real Estate, Retail, Retail Marketing, Retail Mortgage, Data Mining, Net","
2014
Delaware Technical Community College
 
City
 
, 
State
 
, 
US
 
Pharmacy Technician
 
Pharmacy Technician: Delaware Technical Community College,
Georgetown, DE (2014)
2006
St. Joseph's University
 
City
 
, 
State
 
, 
US
 
Executive MBA
 
Executive MBA: St. Joseph's University, Philadelphia, PA (2006)
Muhlenberg College
 
City
 
, 
State
 
, 
US
 
Bachelor of Arts
 
Bachelor of Arts Degree: Muhlenberg College, Allentown, PA (Junior Year Abroad, La
Sorbonne, Paris, France)
Affiliations
Former Philadelphia Tri-Chapter of National Association of Hispanic Real Estate "
17602815.pdf,"BUSINESS DEVELOPMENT MANAGER
","
accounting, budgets, business development, Computer literate, concise, conferences, conflict resolution, contracts, draw, client, clients, customer
service ","
B.A
 
: 
Business Administration
 
December 2003
 
University of Wisconsin
 
City
 
Business Administration
"
81310245.pdf,BUSINESS DEVELOPMENT ,"
Marketing Skills
 Â 
Designed, developed and implemented marketing and sales campaigns.
Evaluated target markets and proposed marketing strategies.
Managed all phases of direct mail projects; monitored production teams; recruited and guided vendors.
Writing Skills
 Â 
Wrote creative copy for catalogs, brochures and social media.
Researched and conceived newsletter articles.
Produced variety of business materials, including: letters, reports, proposals and forms.
Proof read and edited all referenced written materials
Communication Skills
 Â 
Promoted products and services; generated leads and initiated sales.
Established and improved client communications; maintained ongoing relationships.
Addressed customer inquiries; interpreted and delivered information; proposed suggestions; provided guidance;
identified, investigated and negotiated conflicts.
Conducted surveys and analyzed results.
Coordinated, planned and contributed at trade shows and special events.
Served as representative and liaison.
Experience
Business Development Executive
 
01/2010
 
to 
Current
 
Company Name
 
City
 
, 
State
Developed new marketing strategies to capture market channels with new clients.
Utilized sales and marketing tools to create brand awareness in the market.
Leveraged my technical and industry specific knowledge to develop strategic business development plans and B2B sales strategies.
Successfully designed, underwrote and administered new and existing insurance programs to meet the needs of IRIS' broker distribution
net","
Bachelor of Arts (B.A)
 
: 
Communication
 
1 2009
 
California State University
 
City
 
Communication
Associate
 
: 
Arts
 
1 2007
 
Diablo Valley College California State University
 
City
 
GPA: 
Graduated Magna Cum Laude (top 3% of class
 
Arts
Graduated Magna Cum Laude (top 3% of class
Property and Casualty License (License Number 0G88502)
 
1 1"
14726000.pdf,"BUSINESS DEVELOPMENT CONSULTANT MAR
","
ATM, Banking, brochures, budget, Counselor, Credit, senior management, Financial, Director, Market, marketing materials, meetings, mentoring,
EXCEL, Microsoft Office Applications, OUTLOOK, POWERPOINT, WORD, Oracle, policies, processes, progress, reporting, Retail, Risk
Assessment, Sales, scripts, statistics, supervision, telemarketing, ","
August 2000
Bachelor of Arts
 
: 
Organizational Studies
 
University of Michigan
 
ï¼​ 
City
 
, 
State
 
Organizational Studies
Spring 2012
MBA
 
: 
Finance
 
Wayne State University
 
ï¼​ 
City
 
, 
State
 
Finance
Certifications
Certified Credit Union Financial Counselor
Interests
My community involvement varies from planning, volunteering, and directly "
31273310.pdf,"BUSINESS DEVELOPMENT MANAGER
","
Account management, business development, client relations, cold calling, computer literate, computer proficient, creative problem solving, CRM
systems, customer needs assessment, customer satisfaction, customer service, expense control, lead development, marketing, multi-tasking
management, reporting, sales, MS office, HTML coding, CNA certificate","
Master of Science Degree
 
: 
Psychology
 
May 2012
 
Argosy University
 
City
 
, 
State
Bachelor of Science
 
: 
Integrated Marketing Communications
 
December 2006
 
Winthrop University
 
City
 
, 
State
 
, 
York
Volunteer
Richardson Animal Rescue, York, SC (March 2015)
Fort Mill Rescue, Fort Mill, SC (July 2009 to August 2012)
Flex Mortgage, Rock Hill, SC (September 2006 to December 2006)
Habitat for Humanity, Rock Hill, SC (September 2006 to December 2006)
Global at Winthrop University, Rock Hill, SC (September 2003 to December 2006)
Military "
12632728.pdf,,,
29908929.pdf,"BUSINESS DEVELOPMENT & MARKETING
","
Administrative support, scheduling appointments, benefits, billing, conferences, Contract administration, data base, documentation, filing, forms,
home care, home health, Human Resources, HR, insurance, maintaining inventory, leadership, Director, Management Skills, market, SharePoint,
Internet Research, patient safety, personnel, policies, presentations, pricing, public relations, purchasing, quality, research, scheduling, staffing,
phone, transportation, travel arrangements."," or training.
Maintained employee personnel and health files.
Office Coordinator
 
October 2005
 
to 
September 2007
 
Company Name
 
- 
City
 
, 
State
Supported clinic operations by direct involvement with the physician(s) and nurse(s) of a respective department.
Support clinic operations by checking in patients at front desk, verifying demographics and insurance information, obtaining
referral/authorization, collecting copay/deductible, scheduling appointments, entering daily clinic charges and other front desk functions.
Answered the phone, triaging calls, scheduled appointments, scheduled diagnostic testing and/or surgical procedures, obtained
referral/authorizations, maintaining physician calendar.
Admissions Coordinator
 
August 2002
 
to 
October 2005
 
Company Name
 
- 
City
 
, 
State
Complete verification of benefits & patient registration.
Liaison person interfacing with referral sources, outside agencies, health "
90629382.pdf,"BUSINESS DEVELOPMENT MARKETING REPRESENTATIVE
","
Banking: Credit Decisions, Credit Evaluation, Advertising, Business Development, Buyer, Buying/procurement, Sales Calls, Exceptions, Internet
Advertising, Leads, Marketing, Problem Solving, Filing, Incoming Calls, Accounting, 
Billing, Clerk, Invoices, Payments, Skip Tracer, Bankruptcy,
Mortgage Loans.
Sales Account Management: Business Development, Team Building, Marketing Plans, Territory Management, Staff Management and training.","al and personal loans.Performed daily maintenance of the loan applicant database.
Education
Accounting Business Certificate
 
: 
Accounting
 
, 
1995
 
Cypress Community College
 
ï¼​ 
City
 
, 
State
 
, 
US
Course"
18937778.pdf,"DIRECTOR, GLOBAL BUSINESS DEVELOPMENT
",,"
Bachelor of Science
 
: 
International business
 
1994
 
University of Minnesota, Carlson School of Management
 
City
 
, 
State
 
, 
USA
 
Minors in Spanish,
Japanese, and East Asian studies"
18293620.pdf,"SR. BUSINESS DEVELOPMENT MANAGER
","
Customer targeting
Contract negotiations
Prospecting
Internet marketing
Natural leader
Marketing and advertising
Strong ",".
Business Account Executive
 
12/2013
 
to 
04/2015
 
Company Name
 
â€“ 
City
 
, 
State
 
Exceeded quota on a monthly basis, averaging 140% to plan.
Handled the highest volume account in assigned territory by closing the Wellstar Health Group(over 20 locations).
Ongoing generation of new leads through relationship building with
property managers, building owners, referral partners, social media, cold calling and door to door sales.
Recognized with the ""triple threat award,"" over 100% data, 80% phone sales, and 60% TV sales.
"
25813953.pdf,"BUSINESS DEVELOPMENT MANAGER
","
advertising, competitive, content, contracts, customer satisfaction, customer service, customer support, fashion, fast, functional, marketing
strategies, marketing, market, marketing material, net"," and Training
2012
High School Diploma
 
Mesa High School
 
ï¼​ 
City
 
, 
State
 
, 
United States
 
4.0 Finished top in my class.
"
